,ts,geom_wkt,trace_number,device_id,geometry,prev_geom,prev_ts,distance_m,time_diff_s,speed_m_s,prev_speed,acceleration_m_s2,bearing,prev_bearing,bearing_change_deg,is_stop,stop_group,duration_sec,dist_last_1min_m,hour,minute,period_of_day
534,2009-06-29 08:01:05+00:00,POINT (116.337525 39.985458),2,0,POINT (116.337525 39.985458),POINT (116.337523 39.985459),2009-06-29 08:01:03+00:00,0.20373866734442314,2.0,0.10186933367221157,0.0,0.050934666836105785,123.12704744730542,0.0,123.12704744730542,True,31,10.0,678.5990428422218,8,1,Morning
535,2009-06-29 08:01:10+00:00,POINT (116.337459 39.985445),2,0,POINT (116.337459 39.985445),POINT (116.337525 39.985458),2009-06-29 08:01:05+00:00,5.819059586429406,5.0,1.1638119172858812,0.10186933367221157,0.2123885167227339,255.58311452146268,123.12704744730542,132.45606707415726,False,0,0.0,581.695378351061,8,1,Morning
536,2009-06-29 08:01:15+00:00,POINT (116.33708 39.985423),2,0,POINT (116.33708 39.985423),POINT (116.337459 39.985445),2009-06-29 08:01:10+00:00,32.46318291365878,5.0,6.492636582731755,1.1638119172858812,1.065764933089175,265.66770030513925,255.58311452146268,10.084585783676573,False,0,0.0,509.9770173764092,8,1,Morning
537,2009-06-29 08:01:20+00:00,POINT (116.336478 39.985406),2,0,POINT (116.336478 39.985406),POINT (116.33708 39.985423),2009-06-29 08:01:15+00:00,51.45267324286502,5.0,10.290534648573004,6.492636582731755,0.7595796131682497,267.88946758023303,265.66770030513925,2.2217672750937822,False,0,0.0,456.7885476895279,8,1,Morning
538,2009-06-29 08:01:25+00:00,POINT (116.335649 39.98536),2,0,POINT (116.335649 39.98536),POINT (116.336478 39.985406),2009-06-29 08:01:20+00:00,70.99057620438717,5.0,14.198115240877433,10.290534648573004,0.7815161184608858,265.8581574932926,267.88946758023303,2.0313100869404366,False,0,0.0,424.9258272926048,8,1,Morning
539,2009-06-29 08:01:30+00:00,POINT (116.33481 39.985272),2,0,POINT (116.33481 39.985272),POINT (116.335649 39.98536),2009-06-29 08:01:25+00:00,72.32386694732699,5.0,14.464773389465398,14.198115240877433,0.053331629717592935,262.20546850627557,265.8581574932926,3.6526889870170294,False,0,0.0,405.6191016782432,8,1,Morning
540,2009-06-29 08:01:35+00:00,POINT (116.334089 39.985173),2,0,POINT (116.334089 39.985173),POINT (116.33481 39.985272),2009-06-29 08:01:30+00:00,62.555617367158725,5.0,12.511123473431745,14.464773389465398,-0.3907299832067306,259.84034169456834,262.20546850627557,2.3651268117072277,False,0,0.0,397.44797293310575,8,1,Morning
541,2009-06-29 08:01:40+00:00,POINT (116.33321 39.985117),2,0,POINT (116.33321 39.985117),POINT (116.334089 39.985173),2009-06-29 08:01:35+00:00,75.33450765097447,5.0,15.066901530194894,12.511123473431745,0.5111556113526298,265.247198227348,259.84034169456834,5.4068565327796705,False,0,0.0,416.0567574573573,8,1,Morning
542,2009-06-29 08:01:45+00:00,POINT (116.332385 39.985102),2,0,POINT (116.332385 39.985102),POINT (116.33321 39.985117),2009-06-29 08:01:40+00:00,70.48491254517374,5.0,14.09698250903475,15.066901530194894,-0.19398380423202893,268.6409197410251,265.247198227348,3.3937215136770646,False,0,0.0,449.79093266283905,8,1,Morning
543,2009-06-29 08:01:50+00:00,POINT (116.33162 39.985084),2,0,POINT (116.33162 39.985084),POINT (116.332385 39.985102),2009-06-29 08:01:45+00:00,65.37106326234765,5.0,13.07421265246953,14.09698250903475,-0.20455397131304381,268.2413160712614,268.6409197410251,0.3996036697636782,False,0,0.0,511.2069132499217,8,1,Morning
544,2009-06-29 08:01:55+00:00,POINT (116.331268 39.98511),2,0,POINT (116.331268 39.98511),POINT (116.33162 39.985084),2009-06-29 08:01:50+00:00,30.203454651596054,5.0,6.040690930319211,13.07421265246953,-1.406704344430064,275.5064737228198,268.2413160712614,7.265157651558411,False,0,0.0,539.2176300047056,8,1,Morning
545,2009-06-29 08:01:58+00:00,POINT (116.331268 39.98511),2,0,POINT (116.331268 39.98511),POINT (116.331268 39.98511),2009-06-29 08:01:55+00:00,0.0,3.0,0.0,6.040690930319211,-2.013563643439737,0.0,275.5064737228198,275.5064737228198,True,33,0.0,539.2176300047056,8,1,Morning
546,2009-06-29 08:02:00+00:00,POINT (116.33126 39.985117),2,0,POINT (116.33126 39.985117),POINT (116.331268 39.98511),2009-06-29 08:01:58+00:00,1.0348915162102885,2.0,0.5174457581051443,0.0,0.25872287905257213,318.7923362349017,0.0,318.7923362349017,False,0,0.0,538.2375445554727,8,2,Morning
547,2009-06-29 08:02:05+00:00,POINT (116.330913 39.985145),2,0,POINT (116.330913 39.985145),POINT (116.33126 39.985117),2009-06-29 08:02:00+00:00,29.800709485295233,5.0,5.960141897059047,0.5174457581051443,1.0885392277907804,276.01191521393304,318.7923362349017,42.780421020968674,False,0,0.0,567.8345153734235,8,2,Morning
548,2009-06-29 08:02:10+00:00,POINT (116.330423 39.985166),2,0,POINT (116.330423 39.985166),POINT (116.330913 39.985145),2009-06-29 08:02:05+00:00,41.91695303801639,5.0,8.383390607603278,5.960141897059047,0.4846497421088463,273.20159614815435,276.01191521393304,2.8103190657786854,False,0,0.0,603.9324088250105,8,2,Morning
549,2009-06-29 08:02:15+00:00,POINT (116.329947 39.985154),2,0,POINT (116.329947 39.985154),POINT (116.330423 39.985166),2009-06-29 08:02:10+00:00,40.67810121443768,5.0,8.135620242887537,8.383390607603278,-0.049554072943148245,268.11567110618967,273.20159614815435,5.0859250419646855,False,0,0.0,612.1473271257894,8,2,Morning
550,2009-06-29 08:02:20+00:00,POINT (116.329444 39.985134),2,0,POINT (116.329444 39.985134),POINT (116.329947 39.985154),2009-06-29 08:02:15+00:00,43.0197712878632,5.0,8.60395425757264,8.135620242887537,0.09366680293702068,267.02954350304793,268.11567110618967,1.0861276031417333,False,0,0.0,603.7144251707875,8,2,Morning
551,2009-06-29 08:02:25+00:00,POINT (116.328941 39.985098),2,0,POINT (116.328941 39.985098),POINT (116.329444 39.985134),2009-06-29 08:02:20+00:00,43.147985787135816,5.0,8.629597157427163,8.60395425757264,0.005128579970904568,264.6637392058737,267.02954350304793,2.365804297174236,False,0,0.0,575.8718347535363,8,2,Morning
552,2009-06-29 08:02:30+00:00,POINT (116.328591 39.985068),2,0,POINT (116.328591 39.985068),POINT (116.328941 39.985098),2009-06-29 08:02:25+00:00,30.07936294101834,5.0,6.015872588203668,8.629597157427163,-0.5227449138446991,263.61710818137175,264.6637392058737,1.0466310245019486,False,0,0.0,533.6273307472276,8,2,Morning
553,2009-06-29 08:02:35+00:00,POINT (116.328408 39.985029),2,0,POINT (116.328408 39.985029),POINT (116.328591 39.985068),2009-06-29 08:02:30+00:00,16.21924343085224,5.0,3.2438486861704483,6.015872588203668,-0.5544047804066439,254.45664737446305,263.61710818137175,9.160460806908702,False,0,0.0,487.2909568109211,8,2,Morning
554,2009-06-29 08:02:40+00:00,POINT (116.328319 39.985014),2,0,POINT (116.328319 39.985014),POINT (116.328408 39.985029),2009-06-29 08:02:35+00:00,7.782029964836696,5.0,1.5564059929673393,3.2438486861704483,-0.3374885386406218,257.5945654585546,254.45664737446305,3.1379180840915524,False,0,0.0,419.7384791247833,8,2,Morning
555,2009-06-29 08:02:45+00:00,POINT (116.328299 39.985016),2,0,POINT (116.328299 39.985016),POINT (116.328319 39.985014),2009-06-29 08:02:40+00:00,1.7226241485143314,5.0,0.3445248297028663,1.5564059929673393,-0.2423762326528946,277.43576976210704,257.5945654585546,19.841204303552445,True,35,55.0,350.9761907281239,8,2,Morning
556,2009-06-29 08:02:50+00:00,POINT (116.328284 39.985015),2,0,POINT (116.328284 39.985015),POINT (116.328299 39.985016),2009-06-29 08:02:45+00:00,1.285990201081211,5.0,0.2571980402162422,0.3445248297028663,-0.01746535789732482,265.0273332226781,277.43576976210704,12.40843653942892,True,35,55.0,286.8911176668575,8,2,Morning
557,2009-06-29 08:02:55+00:00,POINT (116.328282 39.985016),2,0,POINT (116.328282 39.985016),POINT (116.328284 39.985015),2009-06-29 08:02:50+00:00,0.2037395881797251,5.0,0.04074791763594502,0.2571980402162422,-0.04329002451605944,303.12687846191534,265.0273332226781,38.099545239237216,True,35,55.0,256.8914026034411,8,2,Morning
558,2009-06-29 08:03:00+00:00,POINT (116.328281 39.985015),2,0,POINT (116.328281 39.985015),POINT (116.328282 39.985016),2009-06-29 08:02:55+00:00,0.14008541785656609,5.0,0.028017083571313217,0.04074791763594502,-0.0025461668129263607,217.45978759733723,303.12687846191534,85.66709086457811,True,35,55.0,255.9965965050874,8,3,Morning
559,2009-06-29 08:03:05+00:00,POINT (116.328283 39.985015),2,0,POINT (116.328283 39.985015),POINT (116.328281 39.985015),2009-06-29 08:03:00+00:00,0.17082504037633586,5.0,0.03416500807526717,0.028017083571313217,0.0012295849007907908,89.99999940541181,217.45978759733723,127.45978819192541,True,35,55.0,226.36671206016854,8,3,Morning
560,2009-06-29 08:03:10+00:00,POINT (116.328286 39.985015),2,0,POINT (116.328286 39.985015),POINT (116.328283 39.985015),2009-06-29 08:03:05+00:00,0.2562375617782887,5.0,0.05124751235565774,0.03416500807526717,0.003416500856078114,89.99999904865894,89.99999940541181,3.5675287790581933e-07,True,35,55.0,184.7059965839304,8,3,Morning
561,2009-06-29 08:03:15+00:00,POINT (116.328288 39.985015),2,0,POINT (116.328288 39.985015),POINT (116.328286 39.985015),2009-06-29 08:03:10+00:00,0.17082504037633586,5.0,0.03416500807526717,0.05124751235565774,-0.003416500856078114,89.99999940541181,89.99999904865894,3.5675287790581933e-07,True,35,55.0,144.19872040986908,8,3,Morning
562,2009-06-29 08:03:18+00:00,POINT (116.328288 39.985015),2,0,POINT (116.328288 39.985015),POINT (116.328288 39.985015),2009-06-29 08:03:15+00:00,0.0,3.0,0.0,0.03416500807526717,-0.011388336025089056,0.0,89.99999940541181,89.99999940541181,True,35,55.0,144.19872040986908,8,3,Morning
563,2009-06-29 08:03:20+00:00,POINT (116.32829 39.985016),2,0,POINT (116.32829 39.985016),POINT (116.328288 39.985015),2009-06-29 08:03:18+00:00,0.2037395881797251,2.0,0.10186979408986255,0.0,0.050934897044931274,56.87312120447632,0.0,56.87312120447632,True,35,55.0,101.38268871018562,8,3,Morning
564,2009-06-29 08:03:25+00:00,POINT (116.3283 39.985016),2,0,POINT (116.3283 39.985016),POINT (116.32829 39.985016),2009-06-29 08:03:20+00:00,0.8541251918564544,5.0,0.17082503837129087,0.10186979408986255,0.013791048856285664,89.99999678922387,56.87312120447632,33.12687558474755,True,35,55.0,59.08882811490625,8,3,Morning
565,2009-06-29 08:03:30+00:00,POINT (116.328303 39.985016),2,0,POINT (116.328303 39.985016),POINT (116.3283 39.985016),2009-06-29 08:03:25+00:00,0.25623755804245046,5.0,0.051247511608490094,0.17082503837129087,-0.023915505352560158,89.99999904865894,89.99999678922387,2.259435063933779e-06,True,35,55.0,29.26570273193036,8,3,Morning
566,2009-06-29 08:03:33+00:00,POINT (116.328303 39.985016),2,0,POINT (116.328303 39.985016),POINT (116.328303 39.985016),2009-06-29 08:03:30+00:00,0.0,3.0,0.0,0.051247511608490094,-0.0170825038694967,0.0,89.99999904865894,89.99999904865894,True,35,55.0,29.26570273193036,8,3,Morning
567,2009-06-29 08:03:35+00:00,POINT (116.328301 39.985015),2,0,POINT (116.328301 39.985015),POINT (116.328303 39.985016),2009-06-29 08:03:33+00:00,0.2037395891974206,2.0,0.1018697945987103,0.0,0.05093489729935515,236.87312275593146,0.0,236.87312275593146,True,35,55.0,13.250198890275541,8,3,Morning
568,2009-06-29 08:03:40+00:00,POINT (116.328287 39.985014),2,0,POINT (116.328287 39.985014),POINT (116.328301 39.985015),2009-06-29 08:03:35+00:00,1.200919305766514,5.0,0.24018386115330279,0.1018697945987103,0.0276628133109185,264.67411717910255,236.87312275593146,27.80099442317109,True,35,55.0,6.669088231205358,8,3,Morning
569,2009-06-29 08:03:45+00:00,POINT (116.32805 39.984975),2,0,POINT (116.32805 39.984975),POINT (116.328287 39.985014),2009-06-29 08:03:40+00:00,20.70076602175463,5.0,4.140153204350926,0.24018386115330279,0.7799938686395247,257.8789748079506,264.67411717910255,6.79514237115194,False,0,0.0,25.647230104445658,8,3,Morning
570,2009-06-29 08:03:50+00:00,POINT (116.327627 39.984974),2,0,POINT (116.327627 39.984974),POINT (116.32805 39.984975),2009-06-29 08:03:45+00:00,36.12968808076641,5.0,7.225937616153281,4.140153204350926,0.6171568823604711,269.8233566194782,257.8789748079506,11.944381811527592,False,0,0.0,60.49092798413085,8,3,Morning
571,2009-06-29 08:03:55+00:00,POINT (116.32712 39.984957),2,0,POINT (116.32712 39.984957),POINT (116.327627 39.984974),2009-06-29 08:03:50+00:00,43.34529847752594,5.0,8.669059695505187,7.225937616153281,0.28862441587038107,267.4944170092282,269.8233566194782,2.3289396102500177,False,0,0.0,103.63248687347706,8,3,Morning
572,2009-06-29 08:04:00+00:00,POINT (116.326668 39.984937),2,0,POINT (116.326668 39.984937),POINT (116.32712 39.984957),2009-06-29 08:03:55+00:00,38.670312891730084,5.0,7.734062578346017,8.669059695505187,-0.1869994234318339,266.6950617698366,267.4944170092282,0.7993552393915593,False,0,0.0,142.16271434735057,8,4,Morning
573,2009-06-29 08:04:05+00:00,POINT (116.326157 39.984918),2,0,POINT (116.326157 39.984918),POINT (116.326668 39.984937),2009-06-29 08:04:00+00:00,43.69680961737037,5.0,8.739361923474075,7.734062578346017,0.20105986902561152,267.2219548014325,266.6950617698366,0.5268930315958755,False,0,0.0,185.6886989243446,8,4,Morning
574,2009-06-29 08:04:10+00:00,POINT (116.325564 39.984912),2,0,POINT (116.325564 39.984912),POINT (116.326157 39.984918),2009-06-29 08:04:05+00:00,50.65407962808767,5.0,10.130815925617535,8.739361923474075,0.27829080042869203,269.2436293319195,267.2219548014325,2.0216745304870187,False,0,0.0,236.08654099065402,8,4,Morning
575,2009-06-29 08:04:15+00:00,POINT (116.324868 39.984864),2,0,POINT (116.324868 39.984864),POINT (116.325564 39.984912),2009-06-29 08:04:10+00:00,59.68565678800748,5.0,11.937131357601496,10.130815925617535,0.3612630863967922,264.8569946149024,269.2436293319195,4.3866347170171025,False,0,0.0,295.60137273828514,8,4,Morning
576,2009-06-29 08:04:20+00:00,POINT (116.324184 39.984821),2,0,POINT (116.324184 39.984821),POINT (116.324868 39.984864),2009-06-29 08:04:15+00:00,58.61707973587196,5.0,11.723415947174392,11.937131357601496,-0.04274308208542088,265.3097865206108,264.8569946149024,0.4527919057084091,False,0,0.0,354.0147128859774,8,4,Morning
577,2009-06-29 08:04:25+00:00,POINT (116.323546 39.984806),2,0,POINT (116.323546 39.984806),POINT (116.324184 39.984821),2009-06-29 08:04:20+00:00,54.51879426886001,5.0,10.903758853772002,11.723415947174392,-0.16393141868047784,268.2426600582765,265.3097865206108,2.932873537665671,False,0,0.0,407.6793819629809,8,4,Morning
578,2009-06-29 08:04:30+00:00,POINT (116.32323 39.984824),2,0,POINT (116.32323 39.984824),POINT (116.323546 39.984806),2009-06-29 08:04:25+00:00,27.064331951319595,5.0,5.412866390263919,10.903758853772002,-1.0981784927016167,274.2517697240221,268.2426600582765,6.009109665745598,False,0,0.0,434.48747635625807,8,4,Morning
579,2009-06-29 08:04:35+00:00,POINT (116.323201 39.984775),2,0,POINT (116.323201 39.984775),POINT (116.32323 39.984824),2009-06-29 08:04:30+00:00,5.97799404239429,5.0,1.195598808478858,5.412866390263919,-0.8434535163570122,204.39307292493558,274.2517697240221,69.85869679908652,False,0,0.0,440.26173080945495,8,4,Morning
580,2009-06-29 08:04:40+00:00,POINT (116.323149 39.984671),2,0,POINT (116.323149 39.984671),POINT (116.323201 39.984775),2009-06-29 08:04:35+00:00,12.372269696998133,5.0,2.4744539393996265,1.195598808478858,0.2557710261841537,200.9622478460768,204.39307292493558,3.4308250788587884,False,0,0.0,451.43308120068656,8,4,Morning
581,2009-06-29 08:04:45+00:00,POINT (116.32314 39.984573),2,0,POINT (116.32314 39.984573),POINT (116.323149 39.984671),2009-06-29 08:04:40+00:00,10.908484355819192,5.0,2.1816968711638385,2.4744539393996265,-0.058551413647157616,184.02509242981245,200.9622478460768,16.937155416264346,False,0,0.0,441.6407995347512,8,4,Morning
582,2009-06-29 08:04:50+00:00,POINT (116.323135 39.984564),2,0,POINT (116.323135 39.984564),POINT (116.32314 39.984573),2009-06-29 08:04:45+00:00,1.0867397872018456,5.0,0.2173479574403691,2.1816968711638385,-0.39286978274469386,203.0583117922236,184.02509242981245,19.03321936241116,True,37,40.0,406.59785124118656,8,4,Morning
583,2009-06-29 08:04:55+00:00,POINT (116.323134 39.984562),2,0,POINT (116.323134 39.984562),POINT (116.323135 39.984564),2009-06-29 08:04:50+00:00,0.23792832883461537,5.0,0.04758566576692307,0.2173479574403691,-0.033952458334689205,200.96227630766919,203.0583117922236,2.0960354845544202,True,37,40.0,363.49048109249526,8,4,Morning
584,2009-06-29 08:05:00+00:00,POINT (116.323135 39.984556),2,0,POINT (116.323135 39.984556),POINT (116.323134 39.984562),2009-06-29 08:04:55+00:00,0.6716590275845823,5.0,0.13433180551691645,0.04758566576692307,0.017349227949998675,172.7225498430828,200.96227630766919,28.239726464586397,True,37,40.0,325.49182722834973,8,5,Morning
585,2009-06-29 08:05:03+00:00,POINT (116.323135 39.984556),2,0,POINT (116.323135 39.984556),POINT (116.323135 39.984556),2009-06-29 08:05:00+00:00,0.0,3.0,0.0,0.13433180551691645,-0.04477726850563882,0.0,172.7225498430828,172.7225498430828,True,37,40.0,325.49182722834973,8,5,Morning
586,2009-06-29 08:05:05+00:00,POINT (116.323135 39.984554),2,0,POINT (116.323135 39.984554),POINT (116.323135 39.984556),2009-06-29 08:05:03+00:00,0.22206867092354815,2.0,0.11103433546177408,0.0,0.05551716773088704,180.0,0.0,180.0,True,37,40.0,282.01708628190295,8,5,Morning
587,2009-06-29 08:05:10+00:00,POINT (116.323136 39.984545),2,0,POINT (116.323136 39.984545),POINT (116.323135 39.984554),2009-06-29 08:05:05+00:00,1.002952601108262,5.0,0.20059052022165239,0.11103433546177408,0.017911236951975662,175.13384000056476,180.0,4.86615999943524,True,37,40.0,232.3659592549235,8,5,Morning
588,2009-06-29 08:05:15+00:00,POINT (116.323136 39.984536),2,0,POINT (116.323136 39.984536),POINT (116.323136 39.984545),2009-06-29 08:05:10+00:00,0.9993090193868961,5.0,0.19986180387737923,0.20059052022165239,-0.00014574326885463118,180.0,175.13384000056476,4.86615999943524,True,37,40.0,173.67961148630295,8,5,Morning
589,2009-06-29 08:05:20+00:00,POINT (116.323136 39.984523),2,0,POINT (116.323136 39.984523),POINT (116.323136 39.984536),2009-06-29 08:05:15+00:00,1.4434463578263825,5.0,0.2886892715652765,0.19986180387737923,0.017765493537579457,180.0,180.0,0.0,True,37,40.0,116.50597810825735,8,5,Morning
590,2009-06-29 08:05:23+00:00,POINT (116.323136 39.984523),2,0,POINT (116.323136 39.984523),POINT (116.323136 39.984523),2009-06-29 08:05:20+00:00,0.0,3.0,0.0,0.2886892715652765,-0.09622975718842551,0.0,180.0,180.0,True,37,40.0,116.50597810825735,8,5,Morning
591,2009-06-29 08:05:25+00:00,POINT (116.323135 39.984518),2,0,POINT (116.323135 39.984518),POINT (116.323136 39.984523),2009-06-29 08:05:23+00:00,0.5617036517201628,2.0,0.2808518258600814,0.0,0.1404259129300407,188.71243487121484,0.0,188.71243487121484,True,37,40.0,62.548887491117505,8,5,Morning
592,2009-06-29 08:05:30+00:00,POINT (116.323115 39.98453),2,0,POINT (116.323115 39.98453),POINT (116.323135 39.984518),2009-06-29 08:05:25+00:00,2.166444788750428,5.0,0.4332889577500856,0.2808518258600814,0.030487426378000837,308.06332739362045,188.71243487121484,119.35089252240562,True,37,40.0,37.651000328548335,8,5,Morning
593,2009-06-29 08:05:35+00:00,POINT (116.323121 39.984553),2,0,POINT (116.323121 39.984553),POINT (116.323115 39.98453),2009-06-29 08:05:30+00:00,2.6047027275431387,5.0,0.5209405455086278,0.4332889577500856,0.01753031755170844,11.303479934283303,308.06332739362045,296.75984745933715,False,0,0.0,34.277709013697184,8,5,Morning
594,2009-06-29 08:05:40+00:00,POINT (116.323115 39.984581),2,0,POINT (116.323115 39.984581),POINT (116.323121 39.984553),2009-06-29 08:05:35+00:00,3.1509165682337863,5.0,0.6301833136467573,0.5209405455086278,0.0218485536276259,350.67583150877215,11.303479934283303,339.37235157448885,False,0,0.0,25.05635588493284,8,5,Morning
595,2009-06-29 08:05:45+00:00,POINT (116.323115 39.984618),2,0,POINT (116.323115 39.984618),POINT (116.323115 39.984581),2009-06-29 08:05:40+00:00,4.108270454811974,5.0,0.8216540909623948,0.6301833136467573,0.03829415546312751,0.0,350.67583150877215,350.67583150877215,False,0,0.0,18.256141983925623,8,5,Morning
596,2009-06-29 08:05:50+00:00,POINT (116.323092 39.984667),2,0,POINT (116.323092 39.984667),POINT (116.323115 39.984618),2009-06-29 08:05:45+00:00,5.7844862657879075,5.0,1.1568972531575814,0.8216540909623948,0.06704863243903732,340.21874676214316,0.0,340.21874676214316,False,0,0.0,22.95388846251168,8,5,Morning
597,2009-06-29 08:05:55+00:00,POINT (116.323091 39.98468),2,0,POINT (116.323091 39.98468),POINT (116.323092 39.984667),2009-06-29 08:05:50+00:00,1.4459712534979858,5.0,0.28919425069959714,1.1568972531575814,-0.17354060049159686,356.6269054142686,340.21874676214316,16.40815865212545,True,39,35.0,24.161931387175056,8,5,Morning
598,2009-06-29 08:06:00+00:00,POINT (116.32309 39.984681),2,0,POINT (116.32309 39.984681),POINT (116.323091 39.98468),2009-06-29 08:05:55+00:00,0.14008566816949308,5.0,0.028017133633898617,0.28919425069959714,-0.052235423413139706,322.54007681951924,356.6269054142686,34.08682859474936,True,39,35.0,23.630358027759964,8,6,Morning
599,2009-06-29 08:06:05+00:00,POINT (116.32309 39.984681),2,0,POINT (116.32309 39.984681),POINT (116.32309 39.984681),2009-06-29 08:06:00+00:00,0.0,5.0,0.0,0.028017133633898617,-0.005603426726779723,0.0,322.54007681951924,322.54007681951924,True,39,35.0,23.408289356836416,8,6,Morning
600,2009-06-29 08:06:10+00:00,POINT (116.32309 39.984687),2,0,POINT (116.32309 39.984687),POINT (116.32309 39.984681),2009-06-29 08:06:05+00:00,0.6662060293917582,5.0,0.13324120587835164,0.0,0.02664824117567033,0.0,0.0,0.0,True,39,35.0,23.071542785119913,8,6,Morning
601,2009-06-29 08:06:13+00:00,POINT (116.32309 39.984687),2,0,POINT (116.32309 39.984687),POINT (116.32309 39.984687),2009-06-29 08:06:10+00:00,0.0,3.0,0.0,0.13324120587835164,-0.04441373529278388,0.0,0.0,0.0,True,39,35.0,23.071542785119913,8,6,Morning
602,2009-06-29 08:06:15+00:00,POINT (116.323084 39.984691),2,0,POINT (116.323084 39.984691),POINT (116.32309 39.984687),2009-06-29 08:06:13+00:00,0.6781528114646727,2.0,0.33907640573233633,0.0,0.16953820286616816,311.0257643225681,0.0,311.0257643225681,True,39,35.0,22.750386577197688,8,6,Morning
603,2009-06-29 08:06:20+00:00,POINT (116.323057 39.984693),2,0,POINT (116.323057 39.984693),POINT (116.323084 39.984691),2009-06-29 08:06:15+00:00,2.316816197293525,5.0,0.46336323945870495,0.33907640573233633,0.024857366745273723,275.5219275914509,311.0257643225681,35.50383673111719,True,39,35.0,23.623756416664833,8,6,Morning
604,2009-06-29 08:06:25+00:00,POINT (116.323045 39.984679),2,0,POINT (116.323045 39.984679),POINT (116.323057 39.984693),2009-06-29 08:06:20+00:00,1.8619729968755967,5.0,0.3723945993751193,0.46336323945870495,-0.018193728016717127,213.29518208392614,275.5219275914509,62.226745507524754,True,39,35.0,24.924025761820264,8,6,Morning
605,2009-06-29 08:06:30+00:00,POINT (116.323033 39.984663),2,0,POINT (116.323033 39.984663),POINT (116.323045 39.984679),2009-06-29 08:06:25+00:00,2.0510147102374257,5.0,0.41020294204748514,0.3723945993751193,0.007561668534473165,209.88436204762067,213.29518208392614,3.4108200363054664,True,39,35.0,24.808595683307264,8,6,Morning
606,2009-06-29 08:06:35+00:00,POINT (116.323074 39.984712),2,0,POINT (116.323074 39.984712),POINT (116.323033 39.984663),2009-06-29 08:06:30+00:00,6.47028137375859,5.0,1.2940562747517181,0.41020294204748514,0.1767706665408466,32.66471822038193,209.88436204762067,177.21964382723874,False,0,0.0,28.674174329522714,8,6,Morning
607,2009-06-29 08:06:40+00:00,POINT (116.323104 39.984758),2,0,POINT (116.323104 39.984758),POINT (116.323074 39.984712),2009-06-29 08:06:35+00:00,5.714297140325877,5.0,1.1428594280651754,1.2940562747517181,-0.03023936933730855,26.551558109340817,32.66471822038193,6.113160111041111,False,0,0.0,31.237554901614807,8,6,Morning
608,2009-06-29 08:06:45+00:00,POINT (116.323109 39.984762),2,0,POINT (116.323109 39.984762),POINT (116.323104 39.984758),2009-06-29 08:06:40+00:00,0.6161508067988787,5.0,0.12323016135977574,1.1428594280651754,-0.20392585334107993,43.76427081437487,26.551558109340817,17.21271270503405,True,41,10.0,27.745435253601713,8,6,Morning
609,2009-06-29 08:06:50+00:00,POINT (116.32311 39.984764),2,0,POINT (116.32311 39.984764),POINT (116.323109 39.984762),2009-06-29 08:06:45+00:00,0.2379282464203433,5.0,0.04758564928406866,0.12323016135977574,-0.015128902415141416,20.962219743737705,43.76427081437487,22.802051070637162,True,41,10.0,22.198877234234146,8,6,Morning
610,2009-06-29 08:06:53+00:00,POINT (116.32311 39.984764),2,0,POINT (116.32311 39.984764),POINT (116.32311 39.984764),2009-06-29 08:06:50+00:00,0.0,3.0,0.0,0.04758564928406866,-0.01586188309468955,0.0,20.962219743737705,20.962219743737705,True,41,10.0,22.198877234234146,8,6,Morning
611,2009-06-29 08:06:55+00:00,POINT (116.323113 39.984768),2,0,POINT (116.323113 39.984768),POINT (116.32311 39.984764),2009-06-29 08:06:53+00:00,0.5127535061637645,2.0,0.25637675308188224,0.0,0.12818837654094112,29.884322906187435,0.0,29.884322906187435,True,41,10.0,21.265659486899924,8,6,Morning
612,2009-06-29 08:07:00+00:00,POINT (116.323277 39.984813),2,0,POINT (116.323277 39.984813),POINT (116.323113 39.984768),2009-06-29 08:06:55+00:00,14.872158612329335,5.0,2.9744317224658667,0.25637675308188224,0.5436109938767969,70.29692907416,29.884322906187435,40.41260616797257,False,0,0.0,35.99773243105977,8,7,Morning
613,2009-06-29 08:07:05+00:00,POINT (116.323451 39.984813),2,0,POINT (116.323451 39.984813),POINT (116.323277 39.984813),2009-06-29 08:07:00+00:00,14.861822319353141,5.0,2.9723644638706284,2.9744317224658667,-0.000413451719047675,89.99994409520946,70.29692907416,19.703015021049453,False,0,0.0,50.859554750412904,8,7,Morning
614,2009-06-29 08:07:10+00:00,POINT (116.323618 39.984811),2,0,POINT (116.323618 39.984811),POINT (116.323451 39.984813),2009-06-29 08:07:05+00:00,14.265661661121332,5.0,2.8531323322242663,2.9723644638706284,-0.02384642632927241,90.89541472371673,89.99994409520946,0.8954706285072689,False,0,0.0,64.45901038214248,8,7,Morning
615,2009-06-29 08:07:15+00:00,POINT (116.323813 39.984802),2,0,POINT (116.323813 39.984802),POINT (116.323618 39.984811),2009-06-29 08:07:10+00:00,16.685443836117344,5.0,3.337088767223469,2.8531323322242663,0.09679128699984049,93.44705030955146,90.89541472371673,2.551635585834731,False,0,0.0,80.46630140679515,8,7,Morning
616,2009-06-29 08:07:20+00:00,POINT (116.324009 39.984793),2,0,POINT (116.324009 39.984793),POINT (116.323813 39.984802),2009-06-29 08:07:15+00:00,16.770706265546774,5.0,3.354141253109355,3.337088767223469,0.003410497177177252,93.42950430914652,93.44705030955146,0.017546000404934148,False,0,0.0,94.92019147504841,8,7,Morning
